Price,Baths,Land size,Beds,House size,Seller_type,town,district
7800000,1,5,2,950,Member,Kandy City,Kandy
27000000,4,10,7,3800,Premium-Member,Malabe,Colombo
300000000,5,50,5,5000,Premium-Member,Pannipitiya,Colombo
33000000,4,8,4,3000,Premium-Member,Kottawa,Colombo
19000000,2,10,3,1600,Premium-Member,Negombo,Gampaha
33000000,4,8,4,3000,Premium-Member,Talawatugoda,Colombo
49500000,4,10,4,4000,Premium-Member,Talawatugoda,Colombo
18500000,3,7.5,3,1500,Premium-Member,Malabe,Colombo
11000000,1,6.2,3,1500,Premium-Member,Athurugiriya,Colombo
13000000,3,11,3,2750,Premium-Member,Negombo,Gampaha
19000000,2,10,3,1615,Premium-Member,Negombo,Gampaha
21500000,4,9,4,2400,Premium-Member,Piliyandala,Colombo
34500000,4,8.5,4,3000,Premium-Member,Talawatugoda,Colombo
25500000,3,6.1,4,2800,Premium-Member,Piliyandala,Colombo
31000000,3,15,4,3150,Premium-Member,Negombo,Gampaha
33000000,3,8,4,3300,Premium-Member,Talawatugoda,Colombo
7500000,1,2,2,550,Premium-Member,Colombo 9,Colombo
27000000,3,7,4,2900,Premium-Member,Kottawa,Colombo
33000000,3,8,4,3300,Premium-Member,Kottawa,Colombo
27000000,3,7,4,2900,Premium-Member,Kottawa,Colombo
27000000,2,12,3,1950,Premium-Member,Negombo,Gampaha
49000000,5,4,7,1089,Member,Colombo 10,Colombo
48500000,4,14,6,3000,Premium-Member,Piliyandala,Colombo
9500000,2,2,3,544.5,Premium-Member,Colombo 5,Colombo
16000000,2,14.3,3,1200,Premium-Member,Piliyandala,Colombo
42500000,3,11,4,3300,Premium-Member,Talawatugoda,Colombo
18500000,2,12,4,3267,Member,Homagama,Colombo
26000000,1,20,3,1800,Premium-Member,Kiribathgoda,Gampaha
47500000,3,10,4,3000,Premium-Member,Talawatugoda,Colombo
19000000,2,10,3,1610,Premium-Member,Negombo,Gampaha
23000000,4,7,4,2600,Premium-Member,Malabe,Colombo
60000000,4,15,4,3000,Premium-Member,Talawatugoda,Colombo
33000000,3,6,3,1633.5,Member,Nugegoda,Colombo
65000000,4,10,5,4000,Premium-Member,Talawatugoda,Colombo
26500000,3,10.5,4,3150,Premium-Member,Negombo,Gampaha
25500000,3,6,4,2400,Premium-Member,Piliyandala,Colombo
26000000,4,16,5,4356,Member,Athurugiriya,Colombo
115000000,4,22,5,4800,Premium-Member,Talawatugoda,Colombo
27000000,4,11.5,10,4000,Premium-Member,Nugegoda,Colombo
5500000,2,10,3,2722.5,Member,Ja-Ela,Gampaha
29100000,2,13,3,1900,Premium-Member,Nugegoda,Colombo
23500000,2,6.2,3,1300,Premium-Member,Piliyandala,Colombo
37500000,5,14.5,4,4500,Premium-Member,Kottawa,Colombo
27000000,3,7,4,2400,Premium-Member,Kottawa,Colombo
29500000,3,12,4,3000,Premium-Member,Kottawa,Colombo
17500000,2,7.5,4,2000,Premium-Member,Kottawa,Colombo
23500000,2,6.2,3,1300,Premium-Member,Kottawa,Colombo
25500000,5,7,4,2500,Premium-Member,Piliyandala,Colombo
33000000,4,10,4,3850,Premium-Member,Piliyandala,Colombo
18000000,2,6.8,2,1500,Premium-Member,Athurugiriya,Colombo
30500000,4,8,5,3700,Premium-Member,Piliyandala,Colombo
33000000,4,6.5,5,3600,Premium-Member,Boralesgamuwa,Colombo
18500000,2,10,3,1200,Premium-Member,Piliyandala,Colombo
19500000,3,6.5,4,2000,Premium-Member,Piliyandala,Colombo
21500000,2,9.5,3,2000,Premium-Member,Piliyandala,Colombo
17500000,2,7,5,2000,Premium-Member,Negombo,Gampaha
21500000,4,9.5,4,2300,Premium-Member,Piliyandala,Colombo
25000000,4,20,6,3500,Premium-Member,Piliyandala,Colombo
27500000,4,7.5,4,3000,Premium-Member,Piliyandala,Colombo
150000000,4,49.5,5,5750,Premium-Member,Kiribathgoda,Gampaha
49500000,4,10,4,4200,Premium-Member,Talawatugoda,Colombo
24800000,3,6,4,2400,Premium-Member,Piliyandala,Colombo
65000000,4,12.5,5,4000,Premium-Member,Talawatugoda,Colombo
115000000,4,22,5,4500,Premium-Member,Talawatugoda,Colombo
60000000,4,15,4,4000,Premium-Member,Talawatugoda,Colombo
45000000,4,11,5,3800,Premium-Member,Talawatugoda,Colombo
110000000,3,50,4,3000,Premium-Member,Talawatugoda,Colombo
220000000,4,63,6,5000,Member,Dehiwala,Colombo
36000000,4,10,4,3200,Premium-Member,Malabe,Colombo
33000000,4,8,4,3000,Premium-Member,Kottawa,Colombo
33000000,4,8,4,3000,Premium-Member,Kottawa,Colombo
55000000,2,11,4,3300,Premium-Member,Battaramulla,Colombo
170000000,7,24,6,1400,Premium-Member,Battaramulla,Colombo
75000000,4,14,5,4000,Premium-Member,Talawatugoda,Colombo
14000000,1,8.5,2,1500,Member,Piliyandala,Colombo
13500000,4,12,7,2200,Member,Pilimatalawa,Kandy
100000000,5,11.5,6,4100,Premium-Member,Ratmalana,Colombo
4800000,1,10.5,2,1040,Member,Minuwangoda,Gampaha
13500000,1,19.25,2,1382,Premium-Member,Padukka,Colombo
53000000,4,16,4,3000,Premium-Member,Talawatugoda,Colombo
110000000,3,50.2,4,3000,Premium-Member,Talawatugoda,Colombo
32000000,2,10.5,4,2859,Premium-Member,Battaramulla,Colombo
75000000,3,7.8,4,3000,Premium-Member,Dehiwala,Colombo
14000000,2,10,3,1350,Premium-Member,Athurugiriya,Colombo
18000000,3,8,3,1400,Premium-Member,Athurugiriya,Colombo
15000000,3,10,3,1400,Premium-Member,Athurugiriya,Colombo
23500000,4,7,4,2000,Premium-Member,Malabe,Colombo
34000000,4,9,4,2600,Premium-Member,Maharagama,Colombo
55000000,4,11,4,3300,Premium-Member,Battaramulla,Colombo
26000000,4,10.5,5,2500,Premium-Member,Malabe,Colombo
6800000,2,10,3,800,Premium-Member,Kiribathgoda,Gampaha
20500000,3,10,3,2000,Premium-Member,Negombo,Gampaha
60000000,4,15,4,3000,Premium-Member,Talawatugoda,Colombo
40000000,2,7,3,3300,Premium-Member,Talawatugoda,Colombo
170000000,3,20,4,4500,Premium-Member,Nugegoda,Colombo
40000000,4,10,5,3000,Premium-Member,Piliyandala,Colombo
111000000,3,7.5,5,3000,Premium-Member,Colombo 6,Colombo
29000000,2,1.46,2,395.03,Premium-Member,Colombo 9,Colombo
7000000,2,8,3,2200,Premium-Member,Moratuwa,Colombo
52000000,2,24,4,2000,Member,Galle City,Galle
11000000,1,6.2,3,1500,Premium-Member,Kaduwela,Colombo
18500000,3,11,3,1450,Member,Kottawa,Colombo
25500000,3,6.2,5,2600,Premium-Member,Piliyandala,Colombo
2600000,1,47,3,1000,Member,Beruwala,Kalutara
19000000,2,10,3,1600,Member,Negombo,Gampaha
14500000,1,5.6,3,1400,Premium-Member,Piliyandala,Colombo
308000000,3,22,5,3100,Premium-Member,Colombo 5,Colombo
27500000,5,7.5,5,2300,Premium-Member,Piliyandala,Colombo
11000000,1,7,2,1500,Premium-Member,Homagama,Colombo
42500000,5,13.2,8,5026,Premium-Member,Nugegoda,Colombo
27000000,3,7.5,5,3216,Premium-Member,Kottawa,Colombo
15000000,1,10.5,2,1350,Premium-Member,Negombo,Gampaha
41000000,5,16,5,5200,Premium-Member,Kottawa,Colombo
30500000,3,7.5,4,3250,Premium-Member,Piliyandala,Colombo
29000000,4,18.75,5,2500,Member,Pilimatalawa,Kandy
32000000,4,10,4,3200,Premium-Member,Talawatugoda,Colombo
47500000,3,10,4,3000,Premium-Member,Talawatugoda,Colombo
13500000,2,10,3,1500,Premium-Member,Negombo,Gampaha
49500000,4,10,4,4000,Premium-Member,Talawatugoda,Colombo
29500000,3,20,4,2500,Premium-Member,Negombo,Gampaha
35000000,2,22.5,3,3500,Premium-Member,Negombo,Gampaha
21000000,3,10,3,1745,Premium-Member,Piliyandala,Colombo
7000000,1,90,3,1500,Member,Kurunegala City,Kurunegala
23000000,1,34.68,3,1600,Premium-Member,Kottawa,Colombo
47500000,4,10,4,3680,Premium-Member,Talawatugoda,Colombo
26500000,3,7,3,1800,Premium-Member,Athurugiriya,Colombo
21000000,3,10,3,1742,Premium-Member,Kesbewa,Colombo
12000000,1,7,2,1500,Premium-Member,Pannipitiya,Colombo
24800000,3,6,4,2600,Premium-Member,Piliyandala,Colombo
155000000,5,27,6,7100,Premium-Member,Nugegoda,Colombo
13125000,1,7.53,3,1500,Premium-Member,Pannipitiya,Colombo
57500000,4,17.2,7,5100,Premium-Member,Kiribathgoda,Gampaha
31000000,2,19.5,4,3700,Premium-Member,Gampaha City,Gampaha
42500000,3,11,4,3300,Premium-Member,Talawatugoda,Colombo
22500000,2,24,4,1600,Member,Galle City,Galle
24800000,4,6,4,2896,Premium-Member,Piliyandala,Colombo
15800000,3,10.5,5,2000,Premium-Member,Ratmalana,Colombo
50000000,4,10,5,3600,Premium-Member,Talawatugoda,Colombo
20500000,2,8,4,1220,Premium-Member,Kotte,Colombo
55000000,4,11,4,3300,Premium-Member,Battaramulla,Colombo
44000000,1,40,3,1300,Member,Jaffna City,Jaffna
21500000,3,9.5,3,2547,Premium-Member,Piliyandala,Colombo
30000000,4,16.4,6,2700,Premium-Member,Moratuwa,Colombo
27500000,4,7.5,4,2984,Premium-Member,Piliyandala,Colombo
21500000,4,9,4,2874,Premium-Member,Piliyandala,Colombo
27000000,4,7,4,2879,Premium-Member,Piliyandala,Colombo
18500000,3,8,3,1574,Premium-Member,Piliyandala,Colombo
18000000,3,11,3,1574,Premium-Member,Piliyandala,Colombo
32500000,3,9,5,3000,Premium-Member,Maharagama,Colombo
8000000,1,15,1,1300,Premium-Member,Gampaha City,Gampaha
6800000,2,3.5,2,800,Premium-Member,Wellampitiya,Colombo
36700000,5,11.5,5,3874,Premium-Member,Piliyandala,Colombo
8500000,1,4,2,900,Premium-Member,Wellampitiya,Colombo
28500000,4,6,6,1500,Premium-Member,Kolonnawa,Colombo
5000000,1,3,2,800,Premium-Member,Wellampitiya,Colombo
55000000,5,7.5,5,2000,Premium-Member,Colombo 1,Colombo
6500000,1,2.5,3,600,Premium-Member,Kolonnawa,Colombo
7500000,2,3.25,3,900,Premium-Member,Wellampitiya,Colombo
4500000,1,5.5,2,1500,Premium-Member,Kolonnawa,Colombo
140000000,3,1120,4,4500,Premium-Member,Gampola,Kandy
3500000,1,1.11,1,1000,Premium-Member,Colombo 9,Colombo
41000000,2,8.75,3,2000,Premium-Member,Dehiwala,Colombo
14500000,2,6,4,1800,Premium-Member,Piliyandala,Colombo
12500000,2,8.8,3,1800,Premium-Member,Piliyandala,Colombo
26000000,3,8.5,4,2500,Premium-Member,Piliyandala,Colombo
26000000,3,7,4,2200,Premium-Member,Piliyandala,Colombo
33000000,4,10,4,3850,Premium-Member,Piliyandala,Colombo
25500000,3,6.2,5,2600,Premium-Member,Piliyandala,Colombo
22500000,3,10,5,3544,Premium-Member,Kesbewa,Colombo
40000000,3,13,4,3000,Premium-Member,Talawatugoda,Colombo
34000000,3,23.17,4,3400,Premium-Member,Piliyandala,Colombo
29500000,3,20,4,3500,Premium-Member,Negombo,Gampaha
3500000,1,2,3,500,Premium-Member,Colombo 5,Colombo
26500000,3,10.5,4,3500,Premium-Member,Negombo,Gampaha
15800000,2,10.8,4,2000,Premium-Member,Negombo,Gampaha
9900000,2,10,3,1400,Premium-Member,Negombo,Gampaha
30000000,2,15,6,2500,Premium-Member,Galle City,Galle
29500000,3,20,4,3500,Premium-Member,Negombo,Gampaha
125000000,7,11.5,8,4500,Premium-Member,Colombo 9,Colombo
55000000,4,11,4,3300,Premium-Member,Battaramulla,Colombo
31000000,3,15,4,3150,Premium-Member,Negombo,Gampaha
19500000,3,15,3,2150,Premium-Member,Negombo,Gampaha
6000000,2,6,4,1320,Member,Kesbewa,Colombo
19000000,2,10,3,1610,Premium-Member,Negombo,Gampaha
35000000,2,22.5,3,3500,Premium-Member,Negombo,Gampaha
13500000,2,10,3,1500,Premium-Member,Negombo,Gampaha
8800000,2,17,3,1100,Member,Kandana,Gampaha
68000000,4,12.6,4,3900,Premium-Member,Nugegoda,Colombo
105000000,3,50.17,4,3000,Premium-Member,Talawatugoda,Colombo
6800000,2,13,2,960,Member,Ja-Ela,Gampaha
18000000,2,,4,2000,Premium-Member,Galle City,Galle
6400000,2,12,4,1800,Member,Meegoda,Colombo
100000000,3,20.5,4,3000,Premium-Member,Dehiwala,Colombo
27200000,4,59,5,3260,Member,Gampaha City,Gampaha
4200000,1,6.2,3,920,Member,Ja-Ela,Gampaha
17800000,3,6.5,3,1280,Premium-Member,Kottawa,Colombo
25000000,3,6.6,3,2200,Member,Dehiwala,Colombo
10700000,2,8.1,3,1220,Member,Kandana,Gampaha
7800000,1,1.5,2,500,Premium-Member,Rajagiriya,Colombo
27000000,4,8,4,2670,Premium-Member,Kottawa,Colombo
16500000,3,7.5,3,1480,Premium-Member,Athurugiriya,Colombo
7500000,2,10,5,2200,Member,Kandana,Gampaha
22000000,3,6.75,4,3000,Premium-Member,Nugegoda,Colombo
4275000,1,2.75,2,2490,Premium-Member,Colombo 9,Colombo
16200000,2,10,5,2700,Member,Kandana,Gampaha
6800000,1,20,4,928,Premium-Member,Tangalla,Hambantota
41000000,4,16,5,6000,Premium-Member,Kottawa,Colombo
6500000,1,8.5,3,1500,Member,Kandana,Gampaha
17500000,2,7,5,2000,Premium-Member,Negombo,Gampaha
20000000,2,10,5,2800,Premium-Member,Gampaha City,Gampaha
4200000,1,6.5,2,6500,Premium-Member,Rambukkana,Kegalle
26500000,3,12.5,6,4000,Premium-Member,Kadawatha,Gampaha
130000000,3,7.5,4,3250,Premium-Member,Colombo 4,Colombo
85000000,5,14,8,4000,Member,Kelaniya,Gampaha
18500000,3,10,3,1580,Premium-Member,Athurugiriya,Colombo
72000000,4,10.11,5,2750,Premium-Member,Colombo 6,Colombo
39000000,2,34,5,2720,Member,Mawanella,Kegalle
210000000,3,14,5,5000,Premium-Member,Colombo 5,Colombo
29500000,2,12.5,5,5500,Premium-Member,Kolonnawa,Colombo
26500000,3,10.5,4,3150,Premium-Member,Negombo,Gampaha
17500000,1,40,4,2500,Premium-Member,Karapitiya,Galle
21500000,2,18,3,2400,Member,Negombo,Gampaha
26500000,3,10.5,4,3150,Premium-Member,Negombo,Gampaha
7000000,2,3.87,2,1300,Premium-Member,Dehiwala,Colombo
18000000,2,10,4,2500,Premium-Member,Kalutara City,Kalutara
7900000,1,3,2,1000,Premium-Member,Homagama,Colombo
28500000,2,8.5,5,1300,Premium-Member,Nugegoda,Colombo
6500000,1,10,3,1527,Premium-Member,Wadduwa,Kalutara
90000000,4,14.5,6,5200,Premium-Member,Rajagiriya,Colombo
13000000,1,6.3,2,900,Member,Dehiwala,Colombo
16700000,3,9,3,1400,Member,Piliyandala,Colombo
50000000,4,10,4,4000,Premium-Member,Talawatugoda,Colombo
19500000,2,10,4,5000,Member,Gampaha City,Gampaha
11500000,1,9.85,3,1800,Premium-Member,Katugastota,Kandy
19000000,2,11.4,4,1900,Premium-Member,Malabe,Colombo
11000000,1,80,3,1100,Member,Jaffna City,Jaffna
55000000,5,11,4,3000,Premium-Member,Battaramulla,Colombo
33000000,3,8,4,3200,Member,Kottawa,Colombo
32500000,6,11,8,4000,Premium-Member,Karapitiya,Galle
29500000,4,10,7,3900,Premium-Member,Kandy City,Kandy
18500000,1,1.5,2,600,Premium-Member,Kandy City,Kandy
22500000,2,23,3,2200,Premium-Member,Piliyandala,Colombo
12500000,2,20,5,2500,Member,Kurunegala City,Kurunegala
70000000,3,20,4,4900,Premium-Member,Kadawatha,Gampaha
4000000,1,90,3,3500,Premium-Member,Nittambuwa,Gampaha
6500000,1,11.6,3,3158,Member,Homagama,Colombo
5500000,1,15,2,4000,Premium-Member,Nittambuwa,Gampaha
36400000,1,280,3,3500,Premium-Member,Nittambuwa,Gampaha
47500000,2,31,4,1900,Member,Ragama,Gampaha
16000000,2,22,3,2500,Member,Gampaha City,Gampaha
7800000,1,11.5,2,1200,Member,Padukka,Colombo
36000000,4,8.5,4,2900,Premium-Member,Piliyandala,Colombo
27500000,5,7.5,5,2300,Premium-Member,Piliyandala,Colombo
13000000,2,15,4,5000,Premium-Member,Nittambuwa,Gampaha
5750000,1,7,2,3500,Premium-Member,Kadawatha,Gampaha
12900000,2,13.5,2,4000,Premium-Member,Nittambuwa,Gampaha
14500000,3,26,4,1800,Premium-Member,Kaduwela,Colombo
70000000,6,17,5,7240,Premium-Member,Talawatugoda,Colombo
25500000,3,7.5,4,2550,Premium-Member,Piliyandala,Colombo
33500000,4,16.2,6,3600,Premium-Member,Kottawa,Colombo
27000000,3,7,4,2400,Premium-Member,Kottawa,Colombo
24800000,3,6,4,2400,Premium-Member,Piliyandala,Colombo
27500000,4,7.5,4,3000,Premium-Member,Piliyandala,Colombo
21500000,4,9.5,4,2300,Premium-Member,Piliyandala,Colombo
27000000,3,7.5,5,2700,Premium-Member,Piliyandala,Colombo
26000000,3,7,4,2400,Premium-Member,Piliyandala,Colombo
22000000,2,15.4,4,3000,Premium-Member,Piliyandala,Colombo
21500000,2,9.3,3,2000,Premium-Member,Piliyandala,Colombo
18500000,2,10,3,1200,Premium-Member,Piliyandala,Colombo
40000000,4,10,4,3100,Premium-Member,Piliyandala,Colombo
23500000,3,7,5,3250,Premium-Member,Piliyandala,Colombo
14000000,3,12,3,1200,Premium-Member,Piliyandala,Colombo
19500000,3,6.5,4,2000,Premium-Member,Piliyandala,Colombo
30500000,4,8,5,3700,Premium-Member,Piliyandala,Colombo
25500000,5,7,4,2500,Premium-Member,Piliyandala,Colombo
46500000,4,28,4,3850,Premium-Member,Piliyandala,Colombo
33000000,4,10,4,3850,Premium-Member,Piliyandala,Colombo
13800000,1,23,2,1000,Premium-Member,Karapitiya,Galle
4500000,2,20,3,1500,Premium-Member,Negombo,Gampaha
29500000,4,11,5,2850,Premium-Member,Athurugiriya,Colombo
6800000,2,3.5,2,1000,Member,Wellampitiya,Colombo
50000000,7,18,10,5000,Premium-Member,Karapitiya,Galle
17000000,5,26,5,10000,Premium-Member,Colombo 7,Colombo
6500000,1,10,3,1500,Premium-Member,Karapitiya,Galle
8500000,2,19.8,4,4500,Member,Kalutara City,Kalutara
5500000,1,6,4,1541,Member,Yatiyantota,Kegalle
14500000,2,16.75,5,3500,Premium-Member,Nittambuwa,Gampaha
5500000,1,25,3,1500,Premium-Member,Minuwangoda,Gampaha
12000000,2,14,3,2000,Premium-Member,Karapitiya,Galle
13500000,3,10,3,1000,Premium-Member,Athurugiriya,Colombo
15000000,2,4,3,820,Premium-Member,Colombo 5,Colombo
22000000,3,6.3,4,2200,Premium-Member,Malabe,Colombo
6250000,1,40,4,1900,Premium-Member,Baddegama,Galle
35000000,2,14,4,1700,Premium-Member,Wattala,Gampaha
30500000,3,7.5,4,3250,Premium-Member,Piliyandala,Colombo
48500000,4,14,6,3000,Premium-Member,Piliyandala,Colombo
27000000,4,7,4,3250,Premium-Member,Piliyandala,Colombo
3000000,6,18.5,6,5000,Premium-Member,Anuradhapura City,Anuradhapura
39000000,4,12.9,5,5000,Member,Gampaha City,Gampaha
162000000,5,17,5,5000,Premium-Member,Nawala,Colombo
12000000,1,24,3,1000,Member,Ingiriya,Kalutara
40000000,5,22,5,5000,Premium-Member,Anuradhapura City,Anuradhapura
17800000,3,11.5,4,2300,Premium-Member,Talawatugoda,Colombo
25000000,1,,4,1500,Premium-Member,Deniyaya,Matara
30500000,4,8,4,3200,Premium-Member,Piliyandala,Colombo
17000000,2,12.8,3,1750,Premium-Member,Talawatugoda,Colombo
30000000,4,8,6,3000,Premium-Member,Boralesgamuwa,Colombo
44000000,5,12.8,6,6550,Premium-Member,Talawatugoda,Colombo
3500000,1,10,1,400,Member,Divulapitiya,Gampaha
36000000,4,8.5,4,2900,Premium-Member,Piliyandala,Colombo
30500000,3,7.5,4,3250,Premium-Member,Piliyandala,Colombo
25000000,2,65,5,2500,Premium-Member,Digana,Kandy
11500000,1,15,3,1200,Premium-Member,Piliyandala,Colombo
27500000,2,19.5,3,2800,Premium-Member,Gampaha City,Gampaha
21000000,4,10.5,5,2800,Member,Kandana,Gampaha
4200000,2,2,2,2755,Premium-Member,Colombo 9,Colombo
27500000,4,25,6,3500,Premium-Member,Hikkaduwa,Galle
27000000,4,10.5,4,2350,Premium-Member,Pannipitiya,Colombo
10300000,1,11,3,1250,Premium-Member,Piliyandala,Colombo
200000000,4,20,5,6000,Premium-Member,Nawala,Colombo
46250000,2,12.5,3,1250,Premium-Member,Battaramulla,Colombo
14500000,2,12.9,4,1500,Member,Ja-Ela,Gampaha
14000000,1,6.24,3,1200,Premium-Member,Maharagama,Colombo
26000000,3,7,4,2200,Premium-Member,Piliyandala,Colombo
27500000,5,7.5,5,2300,Premium-Member,Piliyandala,Colombo
6700000,1,10,3,2723,Premium-Member,Galle City,Galle
30000000,2,13.43,3,2000,Premium-Member,Kolonnawa,Colombo
126225000,2,45.9,3,2000,Member,Bandaragama,Kalutara
31500000,5,7.2,4,1960,Premium-Member,Piliyandala,Colombo
8000000,1,5,2,1000,Member,Seeduwa,Gampaha
85000000,4,16,4,3800,Premium-Member,Talawatugoda,Colombo
15000000,3,10,3,1400,Premium-Member,Athurugiriya,Colombo
48500000,4,14,6,3000,Premium-Member,Piliyandala,Colombo
25500000,3,6.2,5,2600,Premium-Member,Piliyandala,Colombo
33000000,4,10,4,3850,Premium-Member,Piliyandala,Colombo
40000000,4,10,5,3000,Premium-Member,Piliyandala,Colombo
5500000,1,4,2,800,Member,Angoda,Colombo
18000000,3,8,3,1400,Premium-Member,Athurugiriya,Colombo
27000000,3,7,4,2400,Premium-Member,Kottawa,Colombo
13000000,1,10,3,1800,Member,Piliyandala,Colombo
28500000,4,15,4,3000,Premium-Member,Piliyandala,Colombo
25500000,5,7,4,3200,Premium-Member,Piliyandala,Colombo
24800000,3,6,4,2400,Premium-Member,Piliyandala,Colombo
25500000,3,7.5,4,2550,Premium-Member,Piliyandala,Colombo
25000000,4,20,6,3500,Premium-Member,Piliyandala,Colombo
23500000,3,7,5,3250,Premium-Member,Piliyandala,Colombo
19500000,3,6.5,4,2000,Premium-Member,Piliyandala,Colombo
30500000,4,8,5,3700,Premium-Member,Piliyandala,Colombo
190000000,8,20.5,8,10000,Premium-Member,Pannipitiya,Colombo
25500000,5,7,4,2500,Premium-Member,Piliyandala,Colombo
18000000,1,9.83,5,2500,Premium-Member,Gampaha City,Gampaha
42500000,3,6.5,5,3200,Premium-Member,Boralesgamuwa,Colombo
23500000,3,8,3,1800,Premium-Member,Piliyandala,Colombo
24500000,2,10,5,3000,Premium-Member,Gampaha City,Gampaha
8500000,1,10,3,1000,Premium-Member,Ukuwela,Matale
7500000,1,22,2,900,Premium-Member,Ukuwela,Matale
64000000,7,17.5,5,2800,Premium-Member,Talawatugoda,Colombo
6500000,1,13,3,1000,Premium-Member,Ukuwela,Matale
18000000,3,8,3,1400,Premium-Member,Athurugiriya,Colombo
16500000,2,7.5,3,1500,Premium-Member,Malabe,Colombo
14000000,2,10,3,1350,Premium-Member,Malabe,Colombo
18500000,3,7.5,3,1500,Premium-Member,Malabe,Colombo
19000000,2,11.4,4,1900,Premium-Member,Malabe,Colombo
27500000,3,11.5,4,2800,Premium-Member,Malabe,Colombo
26500000,3,6.5,4,2200,Premium-Member,Malabe,Colombo
26000000,4,10.5,5,2500,Premium-Member,Malabe,Colombo
23000000,4,7,4,2600,Premium-Member,Malabe,Colombo
14500000,2,13.5,3,1400,Premium-Member,Kesbewa,Colombo
19800000,3,6.5,3,1750,Premium-Member,Athurugiriya,Colombo
3500000,1,10,2,1000,Premium-Member,Ambalangoda,Galle
19500000,3,16,4,2200,Member,Kandy City,Kandy
21500000,3,6,3,1800,Premium-Member,Kiribathgoda,Gampaha
27000000,4,18,4,2800,Premium-Member,Kiribathgoda,Gampaha
33000000,4,11,5,3500,Premium-Member,Kiribathgoda,Gampaha
30000000,3,10,4,2900,Premium-Member,Kiribathgoda,Gampaha
120000000,8,20,6,6700,Premium-Member,Wattala,Gampaha
17500000,3,12.5,4,1600,Premium-Member,Kadawatha,Gampaha
16500000,1,16,4,1600,Premium-Member,Kadawatha,Gampaha
18500000,2,20.5,3,2200,Premium-Member,Kadawatha,Gampaha
14000000,3,3,3,1500,Member,Ratmalana,Colombo
66000000,4,29,5,4200,Premium-Member,Malabe,Colombo
29500000,2,16,4,2200,Premium-Member,Malabe,Colombo
35000000,2,10,3,3000,Member,Bandaragama,Kalutara
18500000,2,6,3,1500,Premium-Member,Wattala,Gampaha
9000000,1,12.5,2,2000,Member,Matale City,Matale
10000000,1,13.4,4,1500,Premium-Member,Kadawatha,Gampaha
16500000,2,20,4,2500,Member,Nittambuwa,Gampaha
32000000,3,10,5,3200,Premium-Member,Kottawa,Colombo
21500000,2,12,3,1950,Premium-Member,Negombo,Gampaha
200000000,4,30,5,0,Premium-Member,Colombo 6,Colombo
11000000,2,6,1,1560,Premium-Member,Kesbewa,Colombo
7900000,1,14,3,1400,Member,Gampaha City,Gampaha
9500000,2,48,5,2400,Member,Horana,Kalutara
200000000,2,17.7,4,1970,Premium-Member,Mount Lavinia,Colombo
25000000,2,20,4,1000,Premium-Member,Kiribathgoda,Gampaha
17800000,3,6,3,1400,Premium-Member,Kottawa,Colombo
19500000,2,10,3,1950,Member,Wattala,Gampaha
44000000,5,12.8,6,6800,Premium-Member,Talawatugoda,Colombo
33500000,4,16.2,6,3600,Premium-Member,Kottawa,Colombo
29500000,3,12,4,3000,Premium-Member,Kottawa,Colombo
38000000,6,20,7,4083.75,Member,Talawatugoda,Colombo
27000000,3,7,4,2400,Premium-Member,Kottawa,Colombo
24800000,3,6,4,2400,Premium-Member,Piliyandala,Colombo
25500000,3,7.5,4,2550,Premium-Member,Piliyandala,Colombo
18500000,2,10,3,1200,Premium-Member,Piliyandala,Colombo
28500000,4,15,4,3000,Premium-Member,Piliyandala,Colombo
8400000,1,11.5,3,1400,Member,Kaduwela,Colombo
19500000,3,6.5,4,2000,Premium-Member,Piliyandala,Colombo
23500000,3,7,5,3250,Premium-Member,Piliyandala,Colombo
30500000,4,8,5,3700,Premium-Member,Piliyandala,Colombo
25500000,5,7,4,2500,Premium-Member,Piliyandala,Colombo
46500000,4,28,4,3850,Premium-Member,Piliyandala,Colombo
2500000,1,40,3,35000,Premium-Member,Anuradhapura City,Anuradhapura
6750000,1,25,4,4500,Premium-Member,Nittambuwa,Gampaha
75000000,6,23,6,4000,Premium-Member,Mount Lavinia,Colombo
7150000,2,85.5,5,3500,Premium-Member,Nittambuwa,Gampaha
3500000,1,15,3,3500,Premium-Member,Nittambuwa,Gampaha
3750000,1,26,4,3500,Premium-Member,Nittambuwa,Gampaha
8950000,2,10,3,1100,Member,Athurugiriya,Colombo
250000000,3,23,7,3740,Premium-Member,Kegalle City,Kegalle
12500000,1,15,3,3000,Premium-Member,Nittambuwa,Gampaha
26500000,3,14.5,5,5000,Premium-Member,Kadawatha,Gampaha
65000000,4,18.76,6,4000,Premium-Member,Kotte,Colombo
2650000,1,7.5,3,3000,Premium-Member,Nittambuwa,Gampaha
55000000,4,12,4,2800,Premium-Member,Battaramulla,Colombo
42500000,3,6.5,5,3200,Premium-Member,Nugegoda,Colombo
26300000,3,40.2,4,1800,Premium-Member,Gampaha City,Gampaha
35000000,4,17,5,2400,Premium-Member,Kandy City,Kandy
14000000,2,10,3,1350,Premium-Member,Malabe,Colombo
28000000,4,10,4,2800,Premium-Member,Malabe,Colombo
45000000,3,9.9,5,2650,Premium-Member,Rajagiriya,Colombo
1900000000,8,20.5,8,10500,Premium-Member,Pannipitiya,Colombo
33000000,4,8,4,3100,Premium-Member,Kottawa,Colombo
44000000,4,8,4,3200,Premium-Member,Talawatugoda,Colombo
